,District Name,CDS Number (District),Average Daily Attendance (ADA) (District),English Learners # (District),English Learners % (District),Enrollment (District),Ethnic Diversity Index (District),American Indian or Alaska Native # (District),Asian # (District),Black or African American # (District),Filipino # (District),Hispanic or Latino # (District),Native Hawaiian or Pac Islander # (District),Two or More Races # (District),None Reported # (District),White # (District),American Indian or Alaska Native % (District),Asian % (District),Black or African American % (District),Filipino % (District),Hispanic or Latino % (District),Native Hawaiian or Pac Islander % (District),Two or More Races % (District),None Reported % (District),White % (District),Fluent English Proficient (FEP) # (District),Fluent English Proficient (FEP) % (District),Foster Youth # (District),Free/Reduced Meals # (District),Free/Reduced Meals % (District),FRPM/EL/Foster Undupl # (District),FRPM/EL/Foster Undupl % (District),Homeless # (District),Migrant # (District),Special Education # (District)
333,Guerneville Elementary (Sonoma),49-70722-0000000,269.0,53.0,18.5,286.0,41.0,16.0,1.0,8.0,3.0,88.0,1.0,4.0,0.0,165.0,5.6,0.3,2.8,1.0,30.8,0.3,1.4,0.0,57.7,14.0,4.9,redacted,197.0,68.9,200.0,66.9,13.0,0.0,39.0
334,Gustine Unified (Merced),24-73619-0000000,1797.0,642.0,34.0,1890.0,20.0,10.0,12.0,13.0,13.0,1512.0,4.0,16.0,20.0,290.0,0.5,0.6,0.7,0.7,80.0,0.2,0.8,1.1,15.3,545.0,28.8,redacted,1436.0,76.0,1497.0,77.5,17.0,87.0,218.0
335,Hacienda la Puente Unified (Los Angeles),19-73445-0000000,18123.0,3749.0,19.9,18883.0,22.0,19.0,2474.0,180.0,360.0,15024.0,48.0,101.0,58.0,619.0,0.1,13.1,1.0,1.9,79.6,0.3,0.5,0.3,3.3,5068.0,26.8,208,13702.0,72.6,14278.0,77.2,518.0,66.0,1906.0
336,Hamilton Unified (Glenn),11-76562-0000000,669.0,200.0,28.7,697.0,11.0,3.0,8.0,2.0,0.0,593.0,0.0,6.0,37.0,48.0,0.4,1.1,0.3,0.0,85.1,0.0,0.9,5.3,6.9,250.0,35.9,redacted,575.0,82.5,584.0,83.1,68.0,40.0,80.0
337,Hanford Elementary (Kings),16-63917-0000000,5354.0,1492.0,25.1,5954.0,28.0,25.0,55.0,272.0,49.0,4428.0,7.0,168.0,1.0,949.0,0.4,0.9,4.6,0.8,74.4,0.1,2.8,0.0,15.9,651.0,10.9,70,4802.0,80.7,4668.0,83.1,62.0,180.0,525.0
338,Hanford Joint Union High (Kings),16-63925-0000000,3554.0,344.0,9.1,3799.0,36.0,17.0,55.0,194.0,59.0,2435.0,2.0,41.0,0.0,996.0,0.4,1.4,5.1,1.6,64.1,0.1,1.1,0.0,26.2,1054.0,27.7,43,2291.0,60.3,2340.0,60.4,80.0,108.0,246.0
339,Happy Camp Union Elementary (Siskiyou),47-70334-0000000,98.0,2.0,1.8,111.0,52.0,49.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,36.0,44.1,0.0,0.0,0.0,8.1,0.0,15.3,0.0,32.4,0.0,0.0,redacted,84.0,75.7,84.0,80.6,15.0,0.0,10.0
340,Happy Valley Elementary (Santa Cruz),44-69757-0000000,118.0,5.0,4.0,125.0,32.0,2.0,8.0,1.0,0.0,6.0,0.0,19.0,2.0,87.0,1.6,6.4,0.8,0.0,4.8,0.0,15.2,1.6,69.6,3.0,2.4,redacted,0.0,0.0,14.0,12.3,0.0,0.0,10.0
341,Happy Valley Union Elementary (Shasta),45-70011-0000000,470.0,33.0,6.6,500.0,36.0,33.0,26.0,3.0,1.0,85.0,3.0,14.0,5.0,330.0,6.6,5.2,0.6,0.2,17.0,0.6,2.8,1.0,66.0,18.0,3.6,redacted,333.0,66.6,330.0,69.3,34.0,0.0,49.0
342,Harmony Union Elementary (Sonoma),49-70730-0000000,234.0,20.0,2.9,680.0,40.0,6.0,15.0,14.0,7.0,152.0,3.0,63.0,4.0,416.0,0.9,2.2,2.1,1.0,22.4,0.4,9.3,0.6,61.2,52.0,7.6,redacted,264.0,38.8,19.0,29.3,0.0,0.0,69.0
343,Hart-Ransom Union Elementary (Stanislaus),50-71092-0000000,798.0,107.0,9.0,1189.0,43.0,5.0,38.0,24.0,15.0,499.0,7.0,28.0,7.0,566.0,0.4,3.2,2.0,1.3,42.0,0.6,2.4,0.6,47.6,87.0,7.3,redacted,581.0,48.9,468.0,56.9,38.0,0.0,68.0
344,Hawthorne (Los Angeles),19-64592-0000000,7679.0,2917.0,34.0,8573.0,30.0,26.0,185.0,1743.0,146.0,6117.0,102.0,40.0,20.0,194.0,0.3,2.2,20.3,1.7,71.4,1.2,0.5,0.2,2.3,1538.0,17.9,55,7250.0,84.6,7095.0,89.4,69.0,0.0,733.0
345,Hayward Unified (Alameda),01-61192-0000000,19670.0,6820.0,29.8,22922.0,40.0,71.0,1755.0,2086.0,1625.0,14644.0,740.0,641.0,108.0,1252.0,0.3,7.7,9.1,7.1,63.9,3.2,2.8,0.5,5.5,7570.0,33.0,91,15671.0,68.4,15597.0,78.6,687.0,334.0,2439.0
346,Healdsburg Unified (Sonoma),49-75390-0000000,1517.0,434.0,26.9,1611.0,34.0,7.0,18.0,10.0,1.0,990.0,5.0,9.0,0.0,571.0,0.4,1.1,0.6,0.1,61.5,0.3,0.6,0.0,35.4,398.0,24.7,redacted,847.0,52.6,817.0,61.8,12.0,81.0,161.0
347,Heber Elementary (Imperial),13-63131-0000000,1186.0,642.0,51.6,1245.0,1.0,0.0,0.0,0.0,0.0,1234.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,99.1,0.0,0.2,0.0,0.7,377.0,30.3,redacted,1107.0,88.9,1160.0,94.3,8.0,160.0,110.0
348,Helendale Elementary (San Bernardino),36-67736-0000000,619.0,166.0,6.2,2669.0,47.0,13.0,34.0,170.0,25.0,1228.0,15.0,144.0,2.0,1038.0,0.5,1.3,6.4,0.9,46.0,0.6,5.4,0.1,38.9,257.0,9.6,redacted,1559.0,58.4,342.0,53.9,55.0,0.0,284.0
349,Hemet Unified (Riverside),33-67082-0000000,20127.0,2897.0,13.3,21710.0,43.0,195.0,229.0,1873.0,205.0,12346.0,69.0,852.0,1.0,5940.0,0.9,1.1,8.6,0.9,56.9,0.3,3.9,0.0,27.4,3246.0,15.0,256,17213.0,79.3,17209.0,81.8,871.0,1.0,2989.0
350,Hermosa Beach City Elementary (Los Angeles),19-64600-0000000,1327.0,26.0,1.9,1378.0,29.0,5.0,63.0,8.0,3.0,150.0,10.0,128.0,0.0,1011.0,0.4,4.6,0.6,0.2,10.9,0.7,9.3,0.0,73.4,46.0,3.3,redacted,37.0,2.7,61.0,4.0,0.0,0.0,118.0
351,Hesperia Unified (San Bernardino),36-75044-0000000,20395.0,4523.0,19.0,23844.0,27.0,79.0,178.0,1085.0,64.0,15244.0,52.0,150.0,3568.0,3424.0,0.3,0.7,4.6,0.3,63.9,0.2,0.6,15.0,14.4,2531.0,10.6,274,16353.0,68.6,15652.0,74.4,540.0,0.0,1877.0
352,Hickman Community Charter (Stanislaus),50-71100-0000000,1045.0,77.0,7.2,1071.0,34.0,4.0,24.0,15.0,8.0,268.0,9.0,30.0,1.0,712.0,0.4,2.2,1.4,0.7,25.0,0.8,2.8,0.1,66.5,35.0,3.3,redacted,318.0,29.7,329.0,33.1,3.0,0.0,109.0
353,Hillsborough City Elementary (San Mateo),41-68908-0000000,1428.0,20.0,1.3,1483.0,42.0,5.0,378.0,4.0,34.0,52.0,3.0,141.0,2.0,864.0,0.3,25.5,0.3,2.3,3.5,0.2,9.5,0.1,58.3,269.0,18.1,redacted,0.0,0.0,24.0,1.4,0.0,0.0,170.0
354,Hilmar Unified (Merced),24-65698-0000000,2257.0,552.0,23.0,2403.0,36.0,15.0,17.0,10.0,2.0,1030.0,2.0,23.0,4.0,1300.0,0.6,0.7,0.4,0.1,42.9,0.1,1.0,0.2,54.1,383.0,15.9,redacted,1323.0,55.1,1349.0,60.2,19.0,35.0,222.0
355,Hollister (San Benito),35-67470-0000000,5126.0,2147.0,37.3,5749.0,21.0,15.0,81.0,21.0,37.0,4604.0,8.0,37.0,41.0,905.0,0.3,1.4,0.4,0.6,80.1,0.1,0.6,0.7,15.7,564.0,9.8,31,3271.0,56.9,3495.0,67.5,232.0,768.0,677.0
356,Holtville Unified (Imperial),13-63149-0000000,1547.0,711.0,44.5,1598.0,13.0,0.0,2.0,5.0,2.0,1405.0,0.0,16.0,1.0,167.0,0.0,0.1,0.3,0.1,87.9,0.0,1.0,0.1,10.5,288.0,18.0,redacted,1068.0,66.8,1213.0,75.4,4.0,305.0,129.0
357,Hope Elementary (Santa Barbara),42-69211-0000000,978.0,153.0,15.1,1010.0,41.0,1.0,34.0,17.0,5.0,343.0,3.0,39.0,6.0,562.0,0.1,3.4,1.7,0.5,34.0,0.3,3.9,0.6,55.6,69.0,6.8,redacted,278.0,27.5,311.0,32.4,4.0,0.0,92.0
358,Hope Elementary (Tulare),54-71944-0000000,239.0,76.0,29.8,255.0,35.0,0.0,2.0,0.0,0.0,143.0,0.0,2.0,1.0,107.0,0.0,0.8,0.0,0.0,56.1,0.0,0.8,0.4,42.0,12.0,4.7,redacted,186.0,72.9,191.0,75.5,0.0,0.0,7.0
359,Horicon Elementary (Sonoma),49-70763-0000000,55.0,25.0,42.4,59.0,40.0,5.0,0.0,0.0,0.0,35.0,0.0,3.0,0.0,16.0,8.5,0.0,0.0,0.0,59.3,0.0,5.1,0.0,27.1,2.0,3.4,redacted,55.0,93.2,55.0,95.8,0.0,0.0,10.0
360,Hornbrook Elementary (Siskiyou),47-70359-0000000,52.0,,,58.0,39.0,2.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,35.0,3.4,0.0,0.0,0.0,6.9,0.0,29.3,0.0,60.3,0.0,0.0,redacted,41.0,70.7,41.0,83.2,0.0,0.0,2.0
361,Hot Springs Elementary (Tulare),54-71951-0000000,19.0,,,18.0,39.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,22.2,0.0,16.7,0.0,61.1,0.0,0.0,redacted,18.0,100.0,18.0,94.1,0.0,0.0,0.0
362,Howell Mountain Elementary (Napa),28-66258-0000000,81.0,32.0,37.2,86.0,42.0,1.0,2.0,3.0,2.0,45.0,0.0,1.0,0.0,32.0,1.2,2.3,3.5,2.3,52.3,0.0,1.2,0.0,37.2,7.0,8.1,redacted,37.0,43.0,45.0,50.9,0.0,0.0,6.0
363,Hueneme Elementary (Ventura),56-72462-0000000,8127.0,4026.0,48.0,8379.0,19.0,37.0,49.0,78.0,283.0,6987.0,21.0,194.0,0.0,730.0,0.4,0.6,0.9,3.4,83.4,0.3,2.3,0.0,8.7,1914.0,22.8,23,7252.0,86.5,7441.0,85.7,5.0,132.0,793.0
364,Hughes-Elizabeth Lakes Union Elementary (Los Angeles),19-64626-0000000,189.0,10.0,5.0,202.0,32.0,1.0,1.0,2.0,0.0,57.0,0.0,5.0,4.0,132.0,0.5,0.5,1.0,0.0,28.2,0.0,2.5,2.0,65.3,5.0,2.5,redacted,41.0,20.3,46.0,39.6,15.0,0.0,11.0
365,Hughson Unified (Stanislaus),50-75549-0000000,1990.0,504.0,24.1,2088.0,36.0,7.0,16.0,2.0,2.0,1174.0,1.0,20.0,5.0,861.0,0.3,0.8,0.1,0.1,56.2,0.0,1.0,0.2,41.2,345.0,16.5,13,1122.0,53.7,1185.0,56.1,10.0,71.0,188.0
366,Humboldt County Office of Education (Humboldt),12-10124-0000000,,15.0,3.4,436.0,31.0,14.0,11.0,4.0,0.0,52.0,3.0,36.0,3.0,313.0,3.2,2.5,0.9,0.0,11.9,0.7,8.3,0.7,71.8,3.0,0.7,19,230.0,52.3,167.0,,45.0,0.0,135.0
367,Huntington Beach City Elementary (Orange),30-66530-0000000,6675.0,393.0,5.5,7155.0,43.0,18.0,676.0,31.0,79.0,1395.0,25.0,653.0,47.0,4231.0,0.3,9.4,0.4,1.1,19.5,0.3,9.1,0.7,59.1,452.0,6.3,14,1174.0,16.4,1297.0,19.5,40.0,0.0,703.0
368,Huntington Beach Union High (Orange),30-66548-0000000,15347.0,1430.0,8.9,16140.0,55.0,227.0,4240.0,168.0,214.0,4430.0,103.0,311.0,240.0,6207.0,1.4,26.3,1.0,1.3,27.4,0.6,1.9,1.5,38.5,4753.0,29.4,38,5092.0,31.5,5466.0,33.8,212.0,0.0,1661.0
369,Hydesville Elementary (Humboldt),12-62885-0000000,185.0,5.0,2.6,196.0,18.0,0.0,1.0,0.0,0.0,16.0,0.0,15.0,4.0,160.0,0.0,0.5,0.0,0.0,8.2,0.0,7.7,2.0,81.6,0.0,0.0,redacted,56.0,28.6,56.0,27.6,8.0,0.0,23.0
370,"Igo, Ono, Platina Union Elementary (Shasta)",45-70029-0000000,39.0,1.0,2.6,39.0,45.0,1.0,3.0,4.0,0.0,6.0,2.0,0.0,0.0,23.0,2.6,7.7,10.3,0.0,15.4,5.1,0.0,0.0,59.0,2.0,5.1,redacted,31.0,79.5,31.0,65.6,0.0,0.0,7.0
371,Imperial County Office of Education (Imperial),13-10132-0000000,,305.0,45.5,670.0,7.0,2.0,3.0,5.0,1.0,625.0,0.0,3.0,3.0,28.0,0.3,0.4,0.7,0.1,93.3,0.0,0.4,0.4,4.2,139.0,20.7,redacted,431.0,64.3,473.0,,20.0,45.0,448.0
372,Imperial Unified (Imperial),13-63164-0000000,3996.0,961.0,23.3,4122.0,18.0,8.0,23.0,46.0,37.0,3438.0,1.0,27.0,2.0,540.0,0.2,0.6,1.1,0.9,83.4,0.0,0.7,0.0,13.1,820.0,19.9,22,1777.0,43.1,2177.0,53.1,127.0,99.0,344.0
373,Indian Diggings Elementary (El Dorado),09-61895-0000000,16.0,,,17.0,31.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,17.6,0.0,11.8,0.0,70.6,0.0,0.0,redacted,0.0,0.0,5.0,18.9,0.0,0.0,3.0
374,Indian Springs Elementary (Shasta),45-70037-0000000,11.0,,,11.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,0.0,81.8,0.0,0.0,redacted,11.0,100.0,11.0,100.0,0.0,0.0,1.0
375,Inglewood Unified (Los Angeles),19-64634-0000000,9319.0,3665.0,29.2,12570.0,35.0,90.0,37.0,4902.0,29.0,7285.0,48.0,70.0,38.0,71.0,0.7,0.3,39.0,0.2,58.0,0.4,0.6,0.3,0.6,1764.0,14.0,89,10160.0,80.8,7899.0,84.5,116.0,0.0,1612.0
376,Inyo County Office of Education (Inyo),14-10140-0000000,,466.0,23.9,1946.0,22.0,8.0,8.0,311.0,1.0,1534.0,4.0,18.0,14.0,48.0,0.4,0.4,16.0,0.1,78.8,0.2,0.9,0.7,2.5,495.0,25.4,redacted,1803.0,92.7,1.0,,41.0,0.0,48.0
377,Irvine Unified (Orange),30-73650-0000000,32459.0,6330.0,19.0,33381.0,52.0,66.0,15500.0,672.0,1004.0,3584.0,75.0,2455.0,123.0,9902.0,0.2,46.4,2.0,3.0,10.7,0.2,7.4,0.4,29.7,7056.0,21.1,25,4570.0,13.7,9615.0,27.9,33.0,0.0,2925.0
378,Island Union Elementary (Kings),16-63933-0000000,382.0,23.0,5.9,387.0,38.0,0.0,0.0,2.0,0.0,151.0,0.0,19.0,0.0,215.0,0.0,0.0,0.5,0.0,39.0,0.0,4.9,0.0,55.6,15.0,3.9,redacted,150.0,38.8,151.0,37.3,3.0,5.0,30.0
379,Jacoby Creek Elementary (Humboldt),12-62893-0000000,435.0,5.0,1.1,455.0,30.0,7.0,11.0,4.0,4.0,53.0,0.0,45.0,0.0,331.0,1.5,2.4,0.9,0.9,11.6,0.0,9.9,0.0,72.7,17.0,3.7,redacted,63.0,13.8,66.0,16.6,2.0,0.0,43.0
380,Jamestown Elementary (Tuolumne),55-72363-0000000,313.0,33.0,7.5,441.0,39.0,11.0,3.0,7.0,4.0,126.0,2.0,19.0,9.0,260.0,2.5,0.7,1.6,0.9,28.6,0.5,4.3,2.0,59.0,28.0,6.3,redacted,323.0,73.2,253.0,77.0,35.0,0.0,56.0
381,Jamul-Dulzura Union Elementary (San Diego),37-68155-0000000,574.0,142.0,16.8,843.0,42.0,5.0,10.0,13.0,6.0,409.0,0.0,40.0,2.0,358.0,0.6,1.2,1.5,0.7,48.5,0.0,4.7,0.2,42.5,119.0,14.1,redacted,417.0,49.5,332.0,53.7,1.0,0.0,84.0
382,Janesville Union Elementary (Lassen),18-64105-0000000,318.0,3.0,0.9,343.0,20.0,7.0,3.0,1.0,0.0,38.0,0.0,12.0,2.0,280.0,2.0,0.9,0.3,0.0,11.1,0.0,3.5,0.6,81.6,1.0,0.3,redacted,143.0,41.7,144.0,41.0,1.0,0.0,28.0
383,Jefferson Elementary (San Benito),35-67488-0000000,9.0,4.0,33.3,12.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,1.0,8.3,redacted,0.0,0.0,8.0,62.5,0.0,1.0,1.0
384,Jefferson Elementary (San Mateo),41-68916-0000000,6056.0,2921.0,41.5,7039.0,63.0,15.0,1244.0,152.0,1970.0,2474.0,83.0,366.0,6.0,729.0,0.2,17.7,2.2,28.0,35.1,1.2,5.2,0.1,10.4,1528.0,21.7,16,3678.0,52.3,4399.0,72.3,91.0,0.0,597.0
385,Jefferson Elementary (San Joaquin),39-68544-0000000,2257.0,424.0,18.3,2317.0,58.0,7.0,300.0,108.0,109.0,873.0,23.0,120.0,6.0,771.0,0.3,12.9,4.7,4.7,37.7,1.0,5.2,0.3,33.3,132.0,5.7,14,592.0,25.6,828.0,36.6,0.0,2.0,201.0
386,Jefferson Union High (San Mateo),41-68924-0000000,4188.0,664.0,13.7,4862.0,66.0,11.0,718.0,99.0,1460.0,1367.0,53.0,359.0,45.0,750.0,0.2,14.8,2.0,30.0,28.1,1.1,7.4,0.9,15.4,1883.0,38.7,26,1704.0,35.0,1883.0,42.5,50.0,0.0,449.0
387,John Swett Unified (Contra Costa),07-61697-0000000,1557.0,276.0,16.1,1714.0,71.0,15.0,186.0,337.0,153.0,530.0,7.0,182.0,5.0,299.0,0.9,10.9,19.7,8.9,30.9,0.4,10.6,0.3,17.4,175.0,10.2,14,1170.0,68.3,1224.0,70.5,11.0,0.0,221.0
388,Johnstonville Elementary (Lassen),18-64113-0000000,196.0,8.0,3.9,206.0,25.0,2.0,1.0,0.0,0.0,31.0,0.0,13.0,0.0,159.0,1.0,0.5,0.0,0.0,15.0,0.0,6.3,0.0,77.2,0.0,0.0,redacted,106.0,51.5,106.0,46.3,0.0,0.0,18.0
389,Julian Union Elementary (San Diego),37-68163-0000000,288.0,358.0,8.2,4367.0,47.0,83.0,90.0,127.0,51.0,1410.0,12.0,359.0,50.0,2185.0,1.9,2.1,2.9,1.2,32.3,0.3,8.2,1.1,50.0,342.0,7.8,redacted,2018.0,46.2,192.0,59.5,203.0,0.0,573.0
390,Julian Union High (San Diego),37-68171-0000000,139.0,6.0,4.0,150.0,43.0,11.0,1.0,0.0,0.0,43.0,0.0,10.0,1.0,84.0,7.3,0.7,0.0,0.0,28.7,0.0,6.7,0.7,56.0,21.0,14.0,redacted,76.0,50.7,78.0,50.0,21.0,0.0,24.0
391,Junction City Elementary (Trinity),53-71738-0000000,64.0,1.0,1.4,70.0,35.0,8.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,48.0,11.4,0.0,0.0,0.0,8.6,2.9,8.6,0.0,68.6,0.0,0.0,redacted,54.0,77.1,53.0,76.3,6.0,0.0,5.0
392,Junction Elementary (Shasta),45-70045-0000000,261.0,,,279.0,19.0,9.0,2.0,1.0,0.0,32.0,0.0,3.0,5.0,227.0,3.2,0.7,0.4,0.0,11.5,0.0,1.1,1.8,81.4,13.0,4.7,redacted,94.0,33.7,93.0,38.5,6.0,0.0,18.0
393,Junction Elementary (Siskiyou),47-70367-0000000,20.0,,,24.0,35.0,16.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,66.7,0.0,0.0,0.0,16.7,0.0,4.2,0.0,12.5,0.0,0.0,redacted,14.0,58.3,14.0,73.9,3.0,0.0,4.0
394,Jurupa Unified (Riverside),33-67090-0000000,18306.0,6268.0,32.7,19194.0,15.0,32.0,203.0,362.0,63.0,16447.0,46.0,136.0,144.0,1761.0,0.2,1.1,1.9,0.3,85.7,0.2,0.7,0.8,9.2,4638.0,24.2,112,14397.0,75.0,15307.0,79.9,575.0,0.0,1978.0
395,Kashia Elementary (Sonoma),49-70888-0000000,7.0,1.0,7.7,13.0,27.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,69.2,0.0,0.0,0.0,0.0,7.7,15.4,7.7,0.0,0.0,0.0,redacted,12.0,92.3,12.0,97.4,3.0,0.0,0.0
396,Kelseyville Unified (Lake),17-64014-0000000,1569.0,258.0,15.0,1724.0,42.0,47.0,9.0,21.0,6.0,738.0,4.0,60.0,27.0,812.0,2.7,0.5,1.2,0.3,42.8,0.2,3.5,1.6,47.1,247.0,14.3,15,1285.0,74.5,1286.0,77.6,12.0,120.0,213.0
397,Kentfield Elementary (Marin),21-65334-0000000,1210.0,73.0,5.8,1257.0,31.0,2.0,54.0,12.0,8.0,140.0,1.0,126.0,61.0,853.0,0.2,4.3,1.0,0.6,11.1,0.1,10.0,4.9,67.9,118.0,9.4,redacted,74.0,5.9,111.0,8.7,0.0,0.0,105.0
398,Kenwood (Sonoma),49-70789-0000000,147.0,8.0,5.4,149.0,25.0,0.0,2.0,1.0,0.0,16.0,0.0,15.0,0.0,115.0,0.0,1.3,0.7,0.0,10.7,0.0,10.1,0.0,77.2,8.0,5.4,redacted,23.0,15.4,25.0,14.8,0.0,0.0,21.0
399,Keppel Union Elementary (Los Angeles),19-64642-0000000,2531.0,846.0,32.2,2628.0,23.0,6.0,4.0,135.0,2.0,2056.0,2.0,33.0,11.0,379.0,0.2,0.2,5.1,0.1,78.2,0.1,1.3,0.4,14.4,463.0,17.6,49,2222.0,84.6,2290.0,87.3,0.0,40.0,393.0
400,Kerman Unified (Fresno),10-73999-0000000,4945.0,1908.0,37.2,5134.0,18.0,23.0,253.0,35.0,5.0,4325.0,0.0,16.0,0.0,477.0,0.4,4.9,0.7,0.1,84.2,0.0,0.3,0.0,9.3,942.0,18.3,22,4229.0,82.4,4358.0,87.2,177.0,218.0,549.0
401,Kern County Superintendent of Schools (Kern),15-10157-0000000,,833.0,19.0,4389.0,35.0,25.0,42.0,257.0,39.0,2855.0,6.0,59.0,14.0,1092.0,0.6,1.0,5.9,0.9,65.0,0.1,1.3,0.3,24.9,857.0,19.5,70,2981.0,67.8,1406.0,,10.0,12.0,830.0
402,Kern High (Kern),15-63529-0000000,36168.0,2865.0,7.4,38705.0,35.0,248.0,1000.0,2279.0,515.0,25271.0,69.0,436.0,423.0,8464.0,0.6,2.6,5.9,1.3,65.3,0.2,1.1,1.1,21.9,13979.0,36.1,281,25454.0,65.8,25519.0,66.2,174.0,1017.0,3445.0
403,Kernville Union Elementary (Kern),15-63545-0000000,842.0,13.0,1.5,881.0,25.0,32.0,5.0,10.0,4.0,145.0,0.0,7.0,1.0,677.0,3.6,0.6,1.1,0.5,16.5,0.0,0.8,0.1,76.8,18.0,2.0,redacted,679.0,77.1,681.0,76.3,41.0,0.0,90.0
404,Keyes Union (Stanislaus),50-71134-0000000,740.0,365.0,32.0,1140.0,35.0,2.0,27.0,1.0,1.0,691.0,3.0,11.0,15.0,389.0,0.2,2.4,0.1,0.1,60.6,0.3,1.0,1.3,34.1,110.0,9.6,redacted,703.0,61.7,701.0,92.2,0.0,42.0,101.0
405,King City Union (Monterey),27-66050-0000000,2534.0,1643.0,61.3,2681.0,8.0,7.0,24.0,4.0,11.0,2493.0,0.0,12.0,5.0,125.0,0.3,0.9,0.1,0.4,93.0,0.0,0.4,0.2,4.7,530.0,19.8,redacted,2426.0,90.5,2481.0,91.8,325.0,206.0,381.0
406,Kings Canyon Joint Unified (Fresno),10-62265-0000000,9206.0,2949.0,30.0,9844.0,14.0,33.0,103.0,16.0,47.0,8597.0,5.0,111.0,30.0,902.0,0.3,1.0,0.2,0.5,87.3,0.1,1.1,0.3,9.2,3233.0,32.8,39,8200.0,83.3,8351.0,87.1,6.0,323.0,611.0
407,Kings County Office of Education (Kings),16-10165-0000000,,75.0,18.9,396.0,38.0,9.0,0.0,29.0,12.0,254.0,2.0,6.0,0.0,84.0,2.3,0.0,7.3,3.0,64.1,0.5,1.5,0.0,21.2,55.0,13.9,redacted,285.0,72.0,296.0,,1.0,0.0,322.0
408,Kings River Union Elementary (Tulare),54-71969-0000000,436.0,266.0,58.5,455.0,10.0,0.0,3.0,1.0,0.0,416.0,0.0,2.0,0.0,33.0,0.0,0.7,0.2,0.0,91.4,0.0,0.4,0.0,7.3,89.0,19.6,redacted,417.0,91.6,415.0,92.5,24.0,21.0,18.0
409,Kings River-Hardwick Union Elementary (Kings),16-63941-0000000,782.0,57.0,6.9,827.0,36.0,1.0,1.0,2.0,5.0,316.0,0.0,24.0,0.0,478.0,0.1,0.1,0.2,0.6,38.2,0.0,2.9,0.0,57.8,35.0,4.2,redacted,258.0,31.2,263.0,33.3,0.0,7.0,61.0
410,Kingsburg Elementary Charter (Fresno),10-62240-0000000,2226.0,323.0,14.5,2231.0,36.0,4.0,55.0,7.0,4.0,1368.0,1.0,68.0,0.0,724.0,0.2,2.5,0.3,0.2,61.3,0.0,3.0,0.0,32.5,184.0,8.2,redacted,1286.0,57.6,1325.0,59.3,203.0,0.0,193.0
411,Kingsburg Joint Union High (Fresno),10-62257-0000000,1102.0,69.0,5.9,1160.0,36.0,6.0,35.0,7.0,2.0,703.0,0.0,23.0,1.0,383.0,0.5,3.0,0.6,0.2,60.6,0.0,2.0,0.1,33.0,297.0,25.6,redacted,447.0,38.5,465.0,41.0,35.0,0.0,91.0
412,Kirkwood Elementary (Tehama),52-71555-0000000,102.0,15.0,14.4,104.0,33.0,1.0,1.0,0.0,0.0,30.0,0.0,4.0,0.0,68.0,1.0,1.0,0.0,0.0,28.8,0.0,3.8,0.0,65.4,7.0,6.7,redacted,56.0,53.8,57.0,50.9,1.0,0.0,8.0
413,Kit Carson Union Elementary (Kings),16-63958-0000000,358.0,165.0,19.7,837.0,32.0,5.0,2.0,19.0,0.0,571.0,4.0,16.0,0.0,220.0,0.6,0.2,2.3,0.0,68.2,0.5,1.9,0.0,26.3,123.0,14.7,redacted,667.0,79.7,275.0,74.4,8.0,6.0,81.0
414,Klamath River Union Elementary (Siskiyou),47-70375-0000000,19.0,1.0,4.3,23.0,57.0,3.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,10.0,13.0,0.0,8.7,0.0,8.7,0.0,26.1,0.0,43.5,1.0,4.3,redacted,16.0,69.6,17.0,81.1,0.0,0.0,3.0
415,Klamath-Trinity Joint Unified (Humboldt),12-62901-0000000,939.0,2.0,0.2,999.0,19.0,819.0,2.0,5.0,0.0,48.0,3.0,18.0,10.0,94.0,82.0,0.2,0.5,0.0,4.8,0.3,1.8,1.0,9.4,1.0,0.1,30,969.0,97.0,969.0,88.7,38.0,0.0,141.0
416,Kneeland Elementary (Humboldt),12-62919-0000000,26.0,,,29.0,30.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,13.8,10.3,0.0,0.0,0.0,0.0,3.4,0.0,72.4,0.0,0.0,redacted,13.0,44.8,13.0,37.0,0.0,0.0,7.0
